"seccion","X.x","munn.x","edon.x","disloc2015","disloc2017","disfed2017","X.y","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3","pan_cnv1","pri_clv1","panal_cnv2","pan_cnv2","prd_cnv2","pri_clv2","pt_clv2","pvem_clv2","esc1_panCNV1","esc1_priCLV1","esc2_panalCNV2","esc2_panCNV2","esc2_prdCNV2","esc2_priCLV2","esc2_ptCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1","dsiSQ_E3"
400,389,49,26,8,8,4,389,26,49,8,8,8,8,8,11,8,8,8,6,7,9,1,0,1,1,1,0,0,0,8,0.355,0.355
401,390,49,26,8,8,4,390,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
402,391,49,26,8,8,4,391,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
403,392,49,26,8,8,4,392,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
404,393,49,26,8,8,4,393,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
405,394,49,26,9,9,4,394,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
406,395,49,26,9,9,4,395,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
407,396,49,26,10,10,4,396,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
408,397,49,26,10,10,4,397,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
409,398,49,26,10,10,4,398,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
410,399,49,26,10,10,4,399,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
411,400,49,26,10,10,4,400,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
412,401,49,26,10,10,5,401,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
413,402,49,26,10,10,5,402,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
414,403,49,26,10,10,5,403,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
415,404,49,26,10,10,5,404,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
416,405,49,26,9,9,5,405,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
417,406,49,26,10,10,5,406,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
418,407,49,26,10,10,5,407,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
419,408,49,26,10,10,5,408,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
420,409,49,26,9,9,4,409,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
421,410,49,26,9,9,4,410,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
422,411,49,26,9,9,4,411,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
423,412,49,26,9,9,4,412,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
424,413,49,26,8,8,4,413,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
425,414,49,26,8,8,4,414,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
426,415,49,26,8,8,4,415,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
427,416,49,26,8,8,4,416,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
428,417,49,26,8,8,4,417,26,49,5,5,5,5,5,11,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
429,418,49,26,8,8,4,418,26,49,5,5,5,5,5,11,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
430,419,49,26,8,8,4,419,26,49,5,5,5,5,5,11,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
431,420,49,26,8,8,4,420,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
432,421,49,26,8,8,4,421,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
433,422,49,26,8,8,4,422,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
434,423,49,26,9,9,4,423,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
435,424,49,26,9,9,4,424,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
436,425,49,26,9,9,4,425,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
437,426,49,26,9,9,4,426,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
438,427,49,26,9,9,4,427,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
439,428,49,26,9,9,5,428,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
440,429,49,26,9,9,5,429,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
441,430,49,26,9,9,5,430,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
442,431,49,26,9,9,5,431,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
443,432,49,26,9,9,5,432,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
444,433,49,26,9,9,4,433,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
445,434,49,26,9,9,4,434,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
446,435,49,26,9,9,4,435,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
447,436,49,26,8,8,4,436,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
448,437,49,26,8,8,4,437,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
449,438,49,26,8,8,4,438,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
450,439,49,26,8,8,5,439,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
451,440,49,26,8,8,5,440,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
452,441,49,26,9,9,5,441,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
453,442,49,26,9,9,5,442,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
454,443,49,26,9,9,4,443,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
455,444,49,26,9,9,5,444,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
456,445,49,26,9,9,5,445,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
457,446,49,26,9,9,5,446,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
458,447,49,26,9,9,5,447,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
459,448,49,26,9,9,5,448,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
460,449,49,26,9,9,5,449,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
461,450,49,26,9,9,5,450,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
462,451,49,26,9,9,5,451,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
463,452,49,26,9,9,5,452,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
464,453,49,26,9,9,5,453,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
465,454,49,26,9,9,5,454,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
466,455,49,26,9,9,5,455,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
467,456,49,26,9,9,5,456,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
468,457,49,26,9,9,5,457,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
469,458,49,26,9,9,5,458,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
470,459,49,26,9,9,5,459,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
471,460,49,26,9,9,5,460,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
472,461,49,26,9,9,5,461,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
473,462,49,26,9,9,5,462,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
474,463,49,26,9,9,5,463,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
475,464,49,26,9,9,5,464,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
476,465,49,26,9,9,5,465,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
477,466,49,26,9,9,5,466,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
478,467,49,26,9,9,5,467,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
479,468,49,26,12,12,5,468,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
480,469,49,26,12,12,5,469,26,49,5,5,5,5,5,8,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
481,470,49,26,12,12,5,470,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
482,471,49,26,12,12,5,471,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
483,472,49,26,12,12,5,472,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
484,473,49,26,12,12,5,473,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
485,474,49,26,12,12,5,474,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
486,475,49,26,12,12,5,475,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
487,476,49,26,12,12,5,476,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
488,477,49,26,12,12,5,477,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
489,478,49,26,12,12,5,478,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
490,479,49,26,12,12,5,479,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
491,480,49,26,12,12,5,480,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
492,481,49,26,12,12,5,481,26,49,10,10,10,10,10,7,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
493,482,49,26,9,9,5,482,26,49,5,5,5,5,5,7,5,5,5,4,12,7,1,0,1,1,1,0,0,0,9,0.387,0.387
494,483,49,26,12,12,5,483,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
495,484,49,26,12,12,5,484,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
496,485,49,26,12,12,5,485,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
497,486,49,26,12,12,5,486,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
498,487,49,26,12,12,5,487,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
499,488,49,26,9,9,5,488,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
500,489,49,26,9,9,5,489,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
501,490,49,26,9,9,5,490,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
502,491,49,26,9,9,5,491,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
503,492,49,26,9,9,5,492,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
504,493,49,26,9,9,5,493,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
505,494,49,26,9,9,5,494,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
506,495,49,26,12,12,5,495,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
507,496,49,26,12,12,5,496,26,49,10,10,10,10,10,7,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
508,497,49,26,12,12,5,497,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
509,498,49,26,12,12,5,498,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
510,499,49,26,12,12,5,499,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
511,500,49,26,12,12,5,500,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
512,501,49,26,12,12,5,501,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
513,502,49,26,12,12,5,502,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
514,503,49,26,12,12,5,503,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
515,504,49,26,12,12,5,504,26,49,10,10,10,10,10,7,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
516,505,49,26,12,12,5,505,26,49,10,10,10,10,10,7,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
517,506,49,26,11,11,5,506,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
518,507,49,26,9,9,5,507,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
519,508,49,26,9,9,5,508,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
520,509,49,26,9,9,5,509,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
521,510,49,26,9,9,5,510,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
522,511,49,26,9,9,5,511,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
523,512,49,26,9,9,5,512,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
524,513,49,26,9,9,5,513,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
525,514,49,26,9,9,5,514,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
526,515,49,26,9,9,5,515,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
527,516,49,26,11,11,5,516,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
528,517,49,26,11,11,5,517,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
529,518,49,26,12,12,5,518,26,49,10,10,10,10,10,7,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
530,519,49,26,12,12,5,519,26,49,10,10,10,10,10,7,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
531,520,49,26,11,11,5,520,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
532,521,49,26,9,9,5,521,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
533,522,49,26,9,9,5,522,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
534,523,49,26,9,9,5,523,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
535,524,49,26,9,9,5,524,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
536,525,49,26,9,9,5,525,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
537,526,49,26,11,11,5,526,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
538,527,49,26,11,11,5,527,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
539,528,49,26,11,11,5,528,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
540,529,49,26,11,11,5,529,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
541,530,49,26,12,12,5,530,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
542,531,49,26,11,11,5,531,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
543,532,49,26,11,11,5,532,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
544,533,49,26,11,11,5,533,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
545,534,49,26,11,11,5,534,26,49,9,9,9,9,9,7,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
546,535,49,26,11,11,5,535,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
547,536,49,26,12,12,5,536,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
548,537,49,26,12,12,5,537,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
549,538,49,26,11,11,5,538,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
550,539,49,26,11,11,5,539,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
551,540,49,26,11,11,5,540,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
552,541,49,26,11,11,5,541,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
553,542,49,26,11,11,5,542,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
554,543,49,26,11,11,5,543,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
555,544,49,26,11,11,5,544,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
556,545,49,26,11,11,5,545,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
557,546,49,26,11,11,5,546,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
558,547,49,26,12,12,5,547,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
559,548,49,26,11,11,5,548,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
560,549,49,26,11,11,5,549,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
561,550,49,26,11,11,5,550,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
562,551,49,26,11,11,5,551,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
563,552,49,26,12,12,5,552,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
564,553,49,26,12,12,5,553,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
565,554,49,26,12,12,5,554,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
566,555,49,26,11,11,5,555,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
567,556,49,26,11,11,5,556,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
568,557,49,26,11,11,5,557,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
569,558,49,26,11,11,5,558,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
570,559,49,26,11,11,5,559,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
571,560,49,26,11,11,5,560,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
572,561,49,26,11,11,5,561,26,49,9,9,9,9,9,6,9,9,9,5,11,8,1,0,1,1,1,0,0,0,11,0.264,0.264
573,562,49,26,11,11,5,562,26,49,6,6,6,6,6,6,6,6,6,2,9,5,1,1,1,1,1,0,0,0,11,0.333,0.333
574,563,49,26,12,12,5,563,26,49,6,6,6,6,6,6,6,6,6,2,9,5,1,1,1,1,1,0,0,0,11,0.333,0.333
575,564,49,26,12,12,5,564,26,49,6,6,6,6,6,6,6,6,6,2,9,5,1,1,1,1,1,0,0,0,11,0.333,0.333
576,565,49,26,12,12,5,565,26,49,6,6,6,6,6,6,6,6,6,2,9,5,1,1,1,1,1,0,0,0,11,0.333,0.333
577,566,49,26,12,12,5,566,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
578,567,49,26,12,12,5,567,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
579,568,49,26,12,12,5,568,26,49,6,6,6,6,6,6,6,6,6,2,9,5,1,1,1,1,1,0,0,0,11,0.333,0.333
581,569,49,26,12,12,5,569,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
582,570,49,26,12,12,5,570,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
584,571,49,26,12,12,5,571,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
586,572,49,26,12,12,5,572,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
587,573,49,26,12,12,5,573,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
588,574,49,26,12,12,5,574,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
589,575,49,26,12,12,5,575,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
590,576,49,26,11,11,4,576,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
591,577,49,26,11,11,4,577,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
592,578,49,26,12,12,5,578,26,49,10,10,10,10,10,8,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
593,579,49,26,12,12,5,579,26,49,10,10,10,10,10,6,10,10,10,1,10,4,1,0,1,1,1,0,1,0,12,0.598,0.598
597,580,49,26,11,11,4,580,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
598,581,49,26,11,11,4,581,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
599,582,49,26,11,11,4,582,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
600,583,49,26,11,11,4,583,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
601,584,49,26,11,11,4,584,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
