"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc1996","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_clv1","panal_cnv1","pes_clv1","pes_iee1","pri_clv1","pvem_clv1","morena_clv2","panal_clv2","pan_cnv2","pes_clv2","prd_clv2","prd_cnv2","prd_iee2","pri_clv2","pri_clv2.1","esc1_panalCLV1","esc1_panalCNV1","esc1_pesCLV1","esc1_pesIEE1","esc1_priCLV1","esc1_pvemCLV1","esc2_morCLV2","esc2_panalCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCLV2","esc2_prdCNV2","esc2_prdIEE2","esc2_priCLV2","esc2_priCLV2.1","E1","dsiE1_E3"
5528,110,15,"mex",34,8,8,8,11,38,5491,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5529,110,15,"mex",34,8,8,8,11,38,5492,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5530,110,15,"mex",34,8,8,8,11,38,5493,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5531,110,15,"mex",34,8,8,8,11,38,5494,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5532,110,15,"mex",34,8,8,8,11,38,5495,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5533,110,15,"mex",34,8,8,8,11,38,5496,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5534,110,15,"mex",34,8,8,8,11,38,5497,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5535,110,15,"mex",34,8,8,8,11,38,5498,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5536,110,15,"mex",34,8,8,8,11,38,5499,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5537,110,15,"mex",34,8,8,8,11,38,5500,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5538,110,15,"mex",34,8,8,8,11,38,5501,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5539,110,15,"mex",34,8,8,8,11,38,5502,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5540,110,15,"mex",34,8,8,8,11,38,5503,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5541,110,15,"mex",34,8,8,8,11,38,5504,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5542,110,15,"mex",34,8,8,8,11,38,5505,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5543,110,15,"mex",34,8,8,8,11,38,5506,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5544,110,15,"mex",34,8,8,8,11,38,5507,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5545,110,15,"mex",34,8,8,8,11,38,5508,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5546,110,15,"mex",34,8,8,8,11,38,5509,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5547,110,15,"mex",34,8,8,8,11,38,5510,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5548,110,15,"mex",34,8,8,8,11,38,5511,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5549,110,15,"mex",34,8,8,8,11,38,5512,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5550,110,15,"mex",34,8,8,8,11,38,5513,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5551,110,15,"mex",34,8,8,8,11,38,5514,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5552,110,15,"mex",34,8,8,8,11,38,5515,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5553,110,15,"mex",34,8,8,8,11,38,5516,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5554,110,15,"mex",34,8,8,8,11,38,5517,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5555,110,15,"mex",34,8,8,8,11,38,5518,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5556,110,15,"mex",34,8,8,8,11,38,5519,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5557,110,15,"mex",34,8,8,8,11,38,5520,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5558,110,15,"mex",34,8,8,8,11,38,5521,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5559,110,15,"mex",34,8,8,8,11,38,5522,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5560,110,15,"mex",34,8,8,8,11,38,5523,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5561,110,15,"mex",34,8,8,8,11,38,5524,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5562,110,15,"mex",34,8,8,8,11,38,5525,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5563,110,15,"mex",34,8,8,8,11,38,5526,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5564,110,15,"mex",34,8,8,8,11,38,5527,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5565,110,15,"mex",34,8,8,8,11,38,5528,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5566,110,15,"mex",34,8,8,8,11,38,5529,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5567,110,15,"mex",34,8,8,8,11,38,5530,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5568,110,15,"mex",34,8,37,2,19,38,5531,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5569,110,15,"mex",34,8,37,2,19,38,5532,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5570,110,15,"mex",34,8,37,2,19,38,5533,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5571,110,15,"mex",34,8,37,2,19,38,5534,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5572,110,15,"mex",34,8,37,2,19,38,5535,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5573,110,15,"mex",34,8,37,2,19,38,5536,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5574,110,15,"mex",34,8,37,2,19,38,5537,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5575,110,15,"mex",34,8,37,2,19,38,5538,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5576,110,15,"mex",34,8,37,2,19,38,5539,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5577,110,15,"mex",34,8,37,2,19,38,5540,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5578,110,15,"mex",34,8,37,2,19,38,5541,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5579,110,15,"mex",34,8,37,2,19,38,5542,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5580,110,15,"mex",34,8,37,2,19,38,5543,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5581,110,15,"mex",34,8,37,2,19,38,5544,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5582,110,15,"mex",34,8,37,2,19,38,5545,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5583,110,15,"mex",34,8,37,2,19,38,5546,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5584,110,15,"mex",34,8,37,2,19,38,5547,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5585,110,15,"mex",34,8,37,2,19,38,5548,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5586,110,15,"mex",34,8,37,2,19,38,5549,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5587,110,15,"mex",34,8,37,2,19,38,5550,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5588,110,15,"mex",34,8,37,2,19,38,5551,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5589,110,15,"mex",34,8,37,2,19,38,5552,15,902,34,37,34,35,34,34,34,37,37,17,32,31,34,37,35,35,35,34,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,34,0.291
5590,110,15,"mex",34,8,37,2,19,38,5553,15,902,34,37,34,35,34,34,34,37,37,17,32,31,34,37,35,35,35,34,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,34,0.291
5591,110,15,"mex",34,8,37,2,19,38,5554,15,902,34,37,34,35,34,34,34,37,37,17,32,31,34,37,35,35,35,34,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,34,0.291
5592,110,15,"mex",34,8,37,2,38,38,5555,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5593,110,15,"mex",34,8,37,2,38,38,5556,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5594,110,15,"mex",34,8,37,2,38,38,5557,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5595,110,15,"mex",34,8,37,2,38,38,5558,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5596,110,15,"mex",34,8,37,2,38,38,5559,15,902,34,37,32,35,34,34,34,37,37,17,34,31,34,37,35,35,37,32,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,35,0.741
5597,110,15,"mex",34,8,37,2,19,38,5560,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5598,110,15,"mex",34,8,37,2,19,38,5561,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5599,110,15,"mex",34,8,37,2,19,38,5562,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5600,110,15,"mex",34,8,37,2,38,38,5563,15,902,34,37,32,35,34,34,34,37,37,17,34,31,34,37,35,35,37,32,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,35,0.741
5601,110,15,"mex",34,8,37,2,38,38,5564,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5602,110,15,"mex",34,8,37,2,38,38,5565,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5603,110,15,"mex",34,8,37,2,38,38,5566,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5604,110,15,"mex",34,8,37,2,19,38,5567,15,902,34,37,34,35,34,34,34,37,37,17,32,31,34,37,35,35,35,34,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,34,0.291
5605,110,15,"mex",34,8,37,2,38,38,5568,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5606,110,15,"mex",34,8,37,2,38,38,5569,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5607,110,15,"mex",34,8,37,2,38,38,5570,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5608,110,15,"mex",34,8,37,2,38,38,5571,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5609,110,15,"mex",34,8,37,2,19,38,5572,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5610,110,15,"mex",34,8,37,2,38,38,5573,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5611,110,15,"mex",34,8,37,2,38,38,5574,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5612,110,15,"mex",34,8,37,2,38,38,5575,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5613,110,15,"mex",34,8,37,2,38,38,5576,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5614,110,15,"mex",34,8,37,2,38,38,5577,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5615,110,15,"mex",34,8,37,2,38,38,5578,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5616,110,15,"mex",34,8,37,2,38,38,5579,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5617,110,15,"mex",34,8,37,2,38,38,5580,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5618,110,15,"mex",34,8,37,2,38,38,5581,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5619,110,15,"mex",34,8,37,2,38,38,5582,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5620,110,15,"mex",34,8,37,2,38,38,5583,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5621,110,15,"mex",34,8,37,2,38,38,5584,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5622,110,15,"mex",34,8,37,2,38,38,5585,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5623,110,15,"mex",34,8,37,2,38,38,5586,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5624,110,15,"mex",34,8,37,2,38,38,5587,15,902,34,37,32,35,34,34,34,37,37,17,32,31,34,37,35,35,35,32,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35,0.741
5625,110,15,"mex",34,8,37,2,19,38,5588,15,902,34,37,34,35,34,34,34,37,37,17,34,31,34,37,35,35,37,34,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,34,0.291
5626,110,15,"mex",34,8,8,8,11,38,5589,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5627,110,15,"mex",34,8,8,8,11,38,5590,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5628,110,15,"mex",34,8,8,8,11,38,5591,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5629,110,15,"mex",34,8,8,8,11,38,5592,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5630,110,15,"mex",34,8,8,8,11,38,5593,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5631,110,15,"mex",34,8,8,8,11,38,5594,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5632,110,15,"mex",34,8,8,8,11,38,5595,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5633,110,15,"mex",34,8,8,8,11,38,5596,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5634,110,15,"mex",34,8,8,8,11,38,5597,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5635,110,15,"mex",34,8,8,8,11,38,5598,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5636,110,15,"mex",34,8,8,8,11,38,5599,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5637,110,15,"mex",34,8,8,8,11,38,5600,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5638,110,15,"mex",34,8,8,8,11,38,5601,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5639,110,15,"mex",34,8,8,8,11,38,5602,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5640,110,15,"mex",34,8,8,8,11,38,5603,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5641,110,15,"mex",34,8,8,8,11,38,5604,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5642,110,15,"mex",34,8,8,8,11,38,5605,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5643,110,15,"mex",34,8,8,8,11,38,5606,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5644,110,15,"mex",34,8,8,8,11,38,5607,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5645,110,15,"mex",34,8,8,8,11,38,5608,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5646,110,15,"mex",34,8,8,8,11,38,5609,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5647,110,15,"mex",34,8,8,8,11,38,5610,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5649,110,15,"mex",34,8,8,8,11,38,5611,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5650,110,15,"mex",34,8,8,8,11,38,5612,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5651,110,15,"mex",34,8,8,8,11,38,5613,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5652,110,15,"mex",34,8,8,8,11,38,5614,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5653,110,15,"mex",34,8,8,8,11,38,5615,15,110,30,30,30,30,30,30,30,30,30,44,30,26,30,30,28,28,30,30,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,30,1
5654,111,15,"mex",2,23,23,36,10,10,5616,15,111,1,6,10,1,1,9,9,6,5,7,5,4,9,7,6,2,6,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0.39
5655,111,15,"mex",2,23,23,36,10,10,5617,15,111,1,6,10,1,1,9,9,6,5,7,5,4,9,7,6,2,6,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0.39
5656,111,15,"mex",2,23,23,36,10,10,5618,15,111,1,6,10,1,1,9,9,6,5,7,5,4,9,7,6,2,6,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0.39
5657,111,15,"mex",2,23,23,36,10,10,5619,15,111,1,6,10,1,1,9,9,6,5,7,5,4,9,7,6,2,6,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0.39
5658,111,15,"mex",2,23,23,36,10,10,5620,15,111,1,6,10,1,1,9,9,6,5,7,5,4,9,7,6,2,6,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0.39
5659,111,15,"mex",2,23,23,36,10,10,5621,15,111,1,6,10,1,1,9,9,6,5,7,5,4,9,7,6,2,6,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0.39
5660,111,15,"mex",2,23,23,36,10,10,5622,15,111,1,6,10,1,1,9,9,6,5,7,5,4,9,7,6,2,6,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0.39
5661,111,15,"mex",2,23,23,36,10,10,5623,15,111,1,6,10,1,1,9,9,6,5,7,5,4,9,7,6,2,6,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0.39
5662,111,15,"mex",2,23,23,36,10,10,5624,15,111,1,6,10,1,1,9,9,6,5,7,5,4,9,7,6,2,6,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0.39
