"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2012","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_clv","pan_clv1","prd_clv1","pri_clv1","pt_iee1","panal_cnv2","pan_clv2","pvem_clv2","esc1_morCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_priCLV1","esc1_ptIEE1","esc2_panalCNV2","esc2_panCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1"
2722,37,11,"gua",1,4,7,9,"silao de la victoria",8,13,2710,11,37,1,3,11,11,3,3,4,6,3,11,11,0,0,0,0,0,1,0,0,10,0.372
2723,37,11,"gua",1,4,7,9,"silao de la victoria",8,13,2711,11,37,1,3,11,11,3,3,4,6,3,11,11,0,0,0,0,0,1,0,0,10,0.372
2724,37,11,"gua",1,4,7,9,"silao de la victoria",10,13,2712,11,37,1,3,11,11,3,3,4,6,3,11,11,0,0,0,0,0,1,0,0,10,0.372
2725,37,11,"gua",1,4,7,9,"silao de la victoria",10,13,2713,11,37,1,3,11,11,3,3,4,6,3,11,11,0,0,0,0,0,1,0,0,10,0.372
2726,37,11,"gua",1,4,7,9,"silao de la victoria",10,13,2714,11,37,1,3,11,11,3,3,4,6,3,11,11,0,0,0,0,0,1,0,0,10,0.372
2727,37,11,"gua",1,4,7,9,"silao de la victoria",8,13,2715,11,37,1,3,11,11,3,3,4,6,3,11,11,0,0,0,0,0,1,0,0,10,0.372
2728,37,11,"gua",1,4,7,9,"silao de la victoria",10,13,2716,11,37,1,3,11,11,3,3,4,6,3,11,11,0,0,0,0,0,1,0,0,10,0.372
2729,37,11,"gua",1,4,7,9,"silao de la victoria",10,13,2717,11,37,1,3,11,11,3,3,4,6,3,11,11,0,0,0,0,0,1,0,0,10,0.372
2730,37,11,"gua",1,4,7,9,"silao de la victoria",10,13,2718,11,37,1,3,11,11,3,3,4,6,3,11,11,0,0,0,0,0,1,0,0,10,0.372
2731,37,11,"gua",1,4,7,9,"silao de la victoria",10,13,2719,11,37,1,3,11,11,3,3,4,6,3,11,11,0,0,0,0,0,1,0,0,10,0.372
2732,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2720,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2733,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2721,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2734,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2722,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2735,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2723,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2736,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2724,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2737,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2725,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2738,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2726,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2739,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2727,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2740,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2728,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2741,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2729,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2742,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2730,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2743,38,11,"gua",7,14,14,14,"tarandacuao",22,22,2731,11,38,8,1,2,2,1,8,9,2,1,2,2,0,0,1,0,0,1,0,0,22,0.683
2744,39,11,"gua",13,14,10,14,"tarimoro",17,15,2732,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2745,39,11,"gua",13,14,10,14,"tarimoro",17,15,2733,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2746,39,11,"gua",13,14,10,14,"tarimoro",17,15,2734,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2747,39,11,"gua",13,14,10,14,"tarimoro",17,15,2735,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2748,39,11,"gua",13,14,10,14,"tarimoro",17,15,2736,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2749,39,11,"gua",13,14,10,14,"tarimoro",17,15,2737,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2750,39,11,"gua",13,14,10,14,"tarimoro",17,15,2738,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2751,39,11,"gua",13,14,10,14,"tarimoro",17,15,2739,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2752,39,11,"gua",13,14,10,14,"tarimoro",17,15,2740,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2753,39,11,"gua",13,14,10,14,"tarimoro",17,15,2741,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2754,39,11,"gua",13,14,10,14,"tarimoro",17,15,2742,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2755,39,11,"gua",13,14,10,14,"tarimoro",17,15,2743,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2756,39,11,"gua",13,14,10,14,"tarimoro",17,15,2744,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2757,39,11,"gua",13,14,10,14,"tarimoro",17,15,2745,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2758,39,11,"gua",13,14,10,14,"tarimoro",17,15,2746,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2759,39,11,"gua",13,14,10,14,"tarimoro",17,15,2747,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2760,39,11,"gua",13,14,10,14,"tarimoro",17,15,2748,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2761,39,11,"gua",13,14,10,14,"tarimoro",17,15,2749,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2762,39,11,"gua",13,14,10,14,"tarimoro",17,15,2750,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2763,39,11,"gua",13,14,10,14,"tarimoro",17,15,2751,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2764,39,11,"gua",13,14,10,14,"tarimoro",17,15,2752,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2765,39,11,"gua",13,14,10,14,"tarimoro",17,15,2753,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2766,39,11,"gua",13,14,10,14,"tarimoro",17,15,2754,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2767,39,11,"gua",13,14,10,14,"tarimoro",17,15,2755,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2768,39,11,"gua",13,14,10,14,"tarimoro",17,15,2756,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2769,39,11,"gua",13,14,10,14,"tarimoro",17,15,2757,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2770,39,11,"gua",13,14,10,14,"tarimoro",17,15,2758,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2771,39,11,"gua",13,14,10,14,"tarimoro",17,15,2759,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2772,39,11,"gua",13,14,10,14,"tarimoro",17,15,2760,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2773,39,11,"gua",13,14,10,14,"tarimoro",17,15,2761,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2774,39,11,"gua",13,14,10,14,"tarimoro",17,15,2762,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2775,39,11,"gua",13,14,10,14,"tarimoro",17,15,2763,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2776,39,11,"gua",13,14,10,14,"tarimoro",17,15,2764,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2777,39,11,"gua",13,14,10,14,"tarimoro",17,15,2765,11,39,8,21,21,21,21,21,21,22,21,21,21,0,0,0,0,0,1,1,1,22,0.683
2778,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2766,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2779,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2767,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2780,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2768,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2781,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2769,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2782,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2770,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2783,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2771,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2784,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2772,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2785,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2773,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2786,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2774,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2787,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2775,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2788,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2776,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2789,40,11,"gua",9,2,2,1,"tierra blanca",2,2,2777,11,40,10,10,4,4,10,10,1,7,10,4,4,0,1,1,0,0,1,0,0,2,1
2790,41,11,"gua",12,15,10,10,"uriangato",20,20,2778,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2791,41,11,"gua",12,15,10,10,"uriangato",20,20,2779,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2792,41,11,"gua",12,15,10,10,"uriangato",20,20,2780,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2793,41,11,"gua",12,15,10,10,"uriangato",20,20,2781,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2794,41,11,"gua",12,15,10,10,"uriangato",20,20,2782,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2795,41,11,"gua",12,15,10,10,"uriangato",20,20,2783,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2796,41,11,"gua",12,15,10,10,"uriangato",20,20,2784,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2797,41,11,"gua",12,15,10,10,"uriangato",20,20,2785,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2798,41,11,"gua",12,15,10,10,"uriangato",20,20,2786,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2799,41,11,"gua",12,15,10,10,"uriangato",20,20,2787,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2800,41,11,"gua",12,15,10,10,"uriangato",20,20,2788,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2801,41,11,"gua",12,15,10,10,"uriangato",20,20,2789,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2802,41,11,"gua",12,15,10,10,"uriangato",20,20,2790,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2803,41,11,"gua",12,15,10,10,"uriangato",20,20,2791,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2804,41,11,"gua",12,15,10,10,"uriangato",20,20,2792,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2805,41,11,"gua",12,15,10,10,"uriangato",20,20,2793,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2806,41,11,"gua",12,15,10,10,"uriangato",20,20,2794,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2807,41,11,"gua",12,15,10,10,"uriangato",20,20,2795,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2808,41,11,"gua",12,15,10,10,"uriangato",20,20,2796,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2809,41,11,"gua",12,15,10,10,"uriangato",20,20,2797,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2810,41,11,"gua",12,15,10,10,"uriangato",20,20,2798,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2811,41,11,"gua",12,15,10,10,"uriangato",20,20,2799,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2812,41,11,"gua",12,15,10,10,"uriangato",20,20,2800,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2813,41,11,"gua",12,15,10,10,"uriangato",20,20,2801,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2814,41,11,"gua",12,15,10,10,"uriangato",20,20,2802,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2815,41,11,"gua",12,15,10,10,"uriangato",20,20,2803,11,41,11,7,10,10,7,9,5,3,7,10,10,0,0,0,0,0,1,0,0,20,0.604
2816,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2804,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2817,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2805,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2818,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2806,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2819,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2807,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2820,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2808,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2821,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2809,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2822,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2810,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2823,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2811,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2824,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2812,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2825,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2813,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2826,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2814,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2827,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2815,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2828,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2816,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2829,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2817,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2830,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2818,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2831,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2819,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2832,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2820,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2833,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2821,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2834,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2822,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2835,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2823,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2836,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2824,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2837,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2825,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2838,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2826,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2839,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2827,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2840,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2828,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2841,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2829,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2842,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2830,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2843,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2831,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2844,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2832,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2845,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2833,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2846,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2834,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2847,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2835,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2848,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2836,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2849,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2837,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2850,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2838,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2851,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2839,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2852,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2840,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2853,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2841,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2854,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2842,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2855,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2843,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2856,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2844,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2857,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2845,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2858,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2846,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2859,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2847,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2860,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2848,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2861,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2849,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2862,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2850,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2863,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2851,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2864,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2852,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2865,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2853,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2866,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2854,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2867,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2855,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2868,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2856,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2869,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2857,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2870,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2858,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2871,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2859,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2872,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2860,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2873,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2861,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2874,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2862,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2875,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2863,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2876,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2864,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2877,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2865,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2878,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2866,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2879,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2867,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2880,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2868,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2881,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2869,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2882,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2870,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2883,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2871,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2884,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2872,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2885,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2873,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2886,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2874,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2887,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2875,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2888,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2876,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2889,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2877,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
2890,42,11,"gua",12,13,13,13,"valle de santiago",19,19,2878,11,42,5,8,7,7,8,11,7,5,8,7,7,0,0,0,0,1,1,0,0,19,0.598
