"seccion","munn.x","mun","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2005","disloc2015","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3_c8","pan_clv1","pan_clv1.1","esc1_panCLV1","esc1_panCLV1.1","SQ","dsiSQ_E3"
769,14,"Benito Juárez",12,"gue",9,3,3,3,4,10,10,761,12,14,9,9,26,26,26,0,0,10,1
770,14,"Benito Juárez",12,"gue",9,3,3,3,4,10,10,762,12,14,9,9,26,26,26,0,0,10,1
771,14,"Benito Juárez",12,"gue",9,3,3,3,4,10,10,763,12,14,9,9,26,26,26,0,0,10,1
772,14,"Benito Juárez",12,"gue",9,3,3,3,4,10,10,764,12,14,9,9,26,26,26,0,0,10,1
773,14,"Benito Juárez",12,"gue",9,3,3,3,4,10,10,765,12,14,9,9,26,26,26,0,0,10,1
774,14,"Benito Juárez",12,"gue",9,3,3,3,4,10,10,766,12,14,9,9,26,26,26,0,0,10,1
775,14,"Benito Juárez",12,"gue",9,3,3,3,4,10,10,767,12,14,9,9,26,26,26,0,0,10,1
776,14,"Benito Juárez",12,"gue",9,3,3,3,4,10,10,768,12,14,9,9,26,26,26,0,0,10,1
777,14,"Benito Juárez",12,"gue",9,3,3,3,4,10,10,769,12,14,9,9,26,26,26,0,0,10,1
778,15,"Buenavista De Cuéllar",12,"gue",2,2,6,2,19,23,23,770,12,15,1,1,23,23,23,0,0,23,1
779,15,"Buenavista De Cuéllar",12,"gue",2,2,6,2,19,23,23,771,12,15,1,1,23,23,23,0,0,23,1
780,15,"Buenavista De Cuéllar",12,"gue",2,2,6,2,19,23,23,772,12,15,1,1,23,23,23,0,0,23,1
781,15,"Buenavista De Cuéllar",12,"gue",2,2,6,2,19,23,23,773,12,15,1,1,23,23,23,0,0,23,1
782,15,"Buenavista De Cuéllar",12,"gue",2,2,6,2,19,23,23,774,12,15,1,1,23,23,23,0,0,23,1
783,15,"Buenavista De Cuéllar",12,"gue",2,2,6,2,19,23,23,775,12,15,1,1,23,23,23,0,0,23,1
784,15,"Buenavista De Cuéllar",12,"gue",2,2,6,2,19,23,23,776,12,15,1,1,23,23,23,0,0,23,1
785,15,"Buenavista De Cuéllar",12,"gue",2,2,6,2,19,23,23,777,12,15,1,1,23,23,23,0,0,23,1
786,15,"Buenavista De Cuéllar",12,"gue",2,2,6,2,19,23,23,778,12,15,1,1,23,23,23,0,0,23,1
787,15,"Buenavista De Cuéllar",12,"gue",2,2,6,2,19,23,23,779,12,15,1,1,23,23,23,0,0,23,1
788,15,"Buenavista De Cuéllar",12,"gue",2,2,6,2,19,23,23,780,12,15,1,1,23,23,23,0,0,23,1
789,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,781,12,16,10,10,27,27,27,0,0,12,0.99
790,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,782,12,16,10,10,27,27,27,0,0,12,0.99
791,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,783,12,16,10,10,27,27,27,0,0,12,0.99
792,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,784,12,16,10,10,27,27,27,0,0,12,0.99
793,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,785,12,16,10,10,27,27,27,0,0,12,0.99
794,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,786,12,16,10,10,27,27,27,0,0,12,0.99
795,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,787,12,16,10,10,27,27,27,0,0,12,0.99
796,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,788,12,16,10,10,27,27,27,0,0,12,0.99
797,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,789,12,16,10,10,27,27,27,0,0,12,0.99
798,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,790,12,16,10,10,27,27,27,0,0,12,0.99
799,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,791,12,16,10,10,27,27,27,0,0,12,0.99
800,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,792,12,16,10,10,27,27,27,0,0,12,0.99
801,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,793,12,16,10,10,27,27,27,0,0,12,0.99
802,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,794,12,16,10,10,27,27,27,0,0,12,0.99
803,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,795,12,16,10,10,27,27,27,0,0,12,0.99
804,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,796,12,16,10,10,27,27,27,0,0,12,0.99
805,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,797,12,16,10,10,27,27,27,0,0,12,0.99
806,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,798,12,16,10,10,27,27,27,0,0,12,0.99
807,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,799,12,16,10,10,27,27,27,0,0,12,0.99
808,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,800,12,16,10,10,27,27,27,0,0,12,0.99
809,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,801,12,16,10,10,27,27,27,0,0,12,0.99
810,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,802,12,16,10,10,27,27,27,0,0,12,0.99
811,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,803,12,16,10,10,27,27,27,0,0,12,0.99
812,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,804,12,16,10,10,27,27,27,0,0,12,0.99
813,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,805,12,16,10,10,27,27,27,0,0,12,0.99
814,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,8,12,806,12,16,10,10,27,27,27,0,0,12,0.99
815,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,807,12,16,10,10,27,27,27,0,0,12,0.99
816,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,808,12,16,10,10,27,27,27,0,0,12,0.99
817,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,809,12,16,10,10,27,27,27,0,0,12,0.99
818,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,810,12,16,10,10,27,27,27,0,0,12,0.99
819,16,"Coahuayutla De J. M. Izazaga",12,"gue",3,3,3,3,12,12,12,811,12,16,10,10,27,27,27,0,0,12,0.99
820,17,"Cocula",12,"gue",2,2,2,1,9,20,20,812,12,17,1,1,22,22,22,0,0,20,1
821,17,"Cocula",12,"gue",2,2,2,1,9,20,20,813,12,17,1,1,22,22,22,0,0,20,1
822,17,"Cocula",12,"gue",2,2,2,1,9,20,20,814,12,17,1,1,22,22,22,0,0,20,1
823,17,"Cocula",12,"gue",2,2,2,1,9,20,20,815,12,17,1,1,22,22,22,0,0,20,1
824,17,"Cocula",12,"gue",2,2,2,1,9,20,20,816,12,17,1,1,22,22,22,0,0,20,1
825,17,"Cocula",12,"gue",2,2,2,1,9,20,20,817,12,17,1,1,22,22,22,0,0,20,1
826,17,"Cocula",12,"gue",2,2,2,1,9,20,20,818,12,17,1,1,22,22,22,0,0,20,1
827,17,"Cocula",12,"gue",2,2,2,1,9,20,20,819,12,17,1,1,22,22,22,0,0,20,1
828,17,"Cocula",12,"gue",2,2,2,1,9,20,20,820,12,17,1,1,22,22,22,0,0,20,1
829,17,"Cocula",12,"gue",2,2,2,1,9,20,20,821,12,17,1,1,22,22,22,0,0,20,1
830,17,"Cocula",12,"gue",2,2,2,1,9,20,20,822,12,17,1,1,22,22,22,0,0,20,1
831,17,"Cocula",12,"gue",2,2,2,1,9,20,20,823,12,17,1,1,22,22,22,0,0,20,1
832,17,"Cocula",12,"gue",2,2,2,1,9,20,20,824,12,17,1,1,22,22,22,0,0,20,1
833,17,"Cocula",12,"gue",2,2,2,1,9,20,20,825,12,17,1,1,22,22,22,0,0,20,1
834,17,"Cocula",12,"gue",2,2,2,1,9,20,20,826,12,17,1,1,22,22,22,0,0,20,1
835,17,"Cocula",12,"gue",2,2,2,1,9,20,20,827,12,17,1,1,22,22,22,0,0,20,1
836,17,"Cocula",12,"gue",2,2,2,1,9,20,20,828,12,17,1,1,22,22,22,0,0,20,1
837,17,"Cocula",12,"gue",2,2,2,1,9,20,20,829,12,17,1,1,22,22,22,0,0,20,1
838,17,"Cocula",12,"gue",2,2,2,1,9,20,20,830,12,17,1,1,22,22,22,0,0,20,1
839,17,"Cocula",12,"gue",2,2,2,1,9,20,20,831,12,17,1,1,22,22,22,0,0,20,1
840,17,"Cocula",12,"gue",2,2,2,1,9,20,20,832,12,17,1,1,22,22,22,0,0,20,1
841,17,"Cocula",12,"gue",2,2,2,1,9,20,20,833,12,17,1,1,22,22,22,0,0,20,1
842,17,"Cocula",12,"gue",2,2,2,1,9,20,20,834,12,17,1,1,22,22,22,0,0,20,1
843,17,"Cocula",12,"gue",2,2,2,1,9,20,20,835,12,17,1,1,22,22,22,0,0,20,1
844,18,"Copala",12,"gue",6,8,8,8,24,14,14,836,12,18,2,2,13,13,13,0,0,14,1
845,18,"Copala",12,"gue",6,8,8,8,24,14,14,837,12,18,2,2,13,13,13,0,0,14,1
846,18,"Copala",12,"gue",6,8,8,8,24,14,14,838,12,18,2,2,13,13,13,0,0,14,1
847,18,"Copala",12,"gue",6,8,8,8,24,14,14,839,12,18,2,2,13,13,13,0,0,14,1
848,18,"Copala",12,"gue",6,8,8,8,24,14,14,840,12,18,2,2,13,13,13,0,0,14,1
849,18,"Copala",12,"gue",6,8,8,8,24,14,14,841,12,18,2,2,13,13,13,0,0,14,1
850,18,"Copala",12,"gue",6,8,8,8,24,14,14,842,12,18,2,2,13,13,13,0,0,14,1
851,18,"Copala",12,"gue",6,8,8,8,24,14,14,843,12,18,2,2,13,13,13,0,0,14,1
852,18,"Copala",12,"gue",6,8,8,8,24,14,14,844,12,18,2,2,13,13,13,0,0,14,1
853,18,"Copala",12,"gue",6,8,8,8,24,14,14,845,12,18,2,2,13,13,13,0,0,14,1
854,18,"Copala",12,"gue",6,8,8,8,24,14,14,846,12,18,2,2,13,13,13,0,0,14,1
855,18,"Copala",12,"gue",6,8,8,8,24,14,14,847,12,18,2,2,13,13,13,0,0,14,1
856,18,"Copala",12,"gue",6,8,8,8,24,14,14,848,12,18,2,2,13,13,13,0,0,14,1
857,18,"Copala",12,"gue",6,8,8,8,24,14,14,849,12,18,2,2,13,13,13,0,0,14,1
858,19,"Copalillo",12,"gue",10,4,6,2,21,23,23,850,12,19,12,12,23,23,23,0,0,23,1
859,19,"Copalillo",12,"gue",10,4,6,2,21,23,23,851,12,19,12,12,23,23,23,0,0,23,1
860,19,"Copalillo",12,"gue",10,4,6,2,21,23,23,852,12,19,12,12,23,23,23,0,0,23,1
861,19,"Copalillo",12,"gue",10,4,6,2,21,23,23,853,12,19,12,12,23,23,23,0,0,23,1
862,19,"Copalillo",12,"gue",10,4,6,2,21,23,23,854,12,19,12,12,23,23,23,0,0,23,1
863,19,"Copalillo",12,"gue",10,4,6,2,21,23,23,855,12,19,12,12,23,23,23,0,0,23,1
864,19,"Copalillo",12,"gue",10,4,6,2,21,23,23,856,12,19,12,12,23,23,23,0,0,23,1
865,19,"Copalillo",12,"gue",10,4,6,2,21,23,23,857,12,19,12,12,23,23,23,0,0,23,1
866,19,"Copalillo",12,"gue",10,4,6,2,21,23,23,858,12,19,12,12,23,23,23,0,0,23,1
867,19,"Copalillo",12,"gue",10,4,6,2,21,23,23,859,12,19,12,12,23,23,23,0,0,23,1
868,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,860,12,20,15,15,1,1,1,0,0,26,0.925
869,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,861,12,20,15,15,1,1,1,0,0,26,0.925
870,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,862,12,20,15,15,1,1,1,0,0,26,0.925
871,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,863,12,20,15,15,1,1,1,0,0,26,0.925
872,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,864,12,20,15,15,1,1,1,0,0,26,0.925
873,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,865,12,20,15,15,1,1,1,0,0,26,0.925
874,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,866,12,20,15,15,1,1,1,0,0,26,0.925
875,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,867,12,20,15,15,1,1,1,0,0,26,0.925
876,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,868,12,20,15,15,1,1,1,0,0,26,0.925
877,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,869,12,20,15,15,1,1,1,0,0,26,0.925
878,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,870,12,20,15,15,1,1,1,0,0,26,0.925
879,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,871,12,20,15,15,1,1,1,0,0,26,0.925
880,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,872,12,20,15,15,1,1,1,0,0,26,0.925
881,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,873,12,20,15,15,1,1,1,0,0,26,0.925
882,20,"Copanatoyac",12,"gue",5,5,5,6,11,26,26,874,12,20,15,15,1,1,1,0,0,26,0.925
883,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,875,12,21,3,3,4,4,4,0,0,8,0.988
884,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,876,12,21,3,3,4,4,4,0,0,8,0.988
885,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,877,12,21,3,3,4,4,4,0,0,8,0.988
886,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,878,12,21,3,3,4,4,4,0,0,8,0.988
887,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,879,12,21,3,3,4,4,4,0,0,8,0.988
888,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,880,12,21,3,3,4,4,4,0,0,8,0.988
889,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,881,12,21,3,3,4,4,4,0,0,8,0.988
890,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,882,12,21,3,3,4,4,4,0,0,8,0.988
891,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,883,12,21,3,3,4,4,4,0,0,8,0.988
892,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,884,12,21,3,3,4,4,4,0,0,8,0.988
893,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,885,12,21,3,3,4,4,4,0,0,8,0.988
894,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,886,12,21,3,3,4,4,4,0,0,8,0.988
895,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,887,12,21,3,3,4,4,4,0,0,8,0.988
896,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,888,12,21,3,3,4,4,4,0,0,8,0.988
897,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,889,12,21,3,3,4,4,4,0,0,8,0.988
898,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,890,12,21,3,3,4,4,4,0,0,8,0.988
899,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,891,12,21,3,3,4,4,4,0,0,8,0.988
900,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,892,12,21,3,3,4,4,4,0,0,8,0.988
901,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,893,12,21,3,3,4,4,4,0,0,8,0.988
902,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,894,12,21,3,3,4,4,4,0,0,8,0.988
903,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,895,12,21,3,3,4,4,4,0,0,8,0.988
904,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,896,12,21,3,3,4,4,4,0,0,8,0.988
905,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,897,12,21,3,3,4,4,4,0,0,8,0.988
906,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,898,12,21,3,3,4,4,4,0,0,8,0.988
907,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,899,12,21,3,3,4,4,4,0,0,8,0.988
908,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,900,12,21,3,3,4,4,4,0,0,8,0.988
909,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,901,12,21,3,3,4,4,4,0,0,8,0.988
910,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,902,12,21,3,3,4,4,4,0,0,8,0.988
911,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,903,12,21,3,3,4,4,4,0,0,8,0.988
912,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,904,12,21,3,3,4,4,4,0,0,8,0.988
913,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,905,12,21,3,3,4,4,4,0,0,8,0.988
914,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,906,12,21,3,3,4,4,4,0,0,8,0.988
915,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,907,12,21,3,3,4,4,4,0,0,8,0.988
916,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,908,12,21,3,3,4,4,4,0,0,8,0.988
917,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,909,12,21,3,3,4,4,4,0,0,8,0.988
918,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,910,12,21,3,3,4,4,4,0,0,8,0.988
919,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,911,12,21,3,3,4,4,4,0,0,8,0.988
920,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,912,12,21,3,3,4,4,4,0,0,8,0.988
921,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,913,12,21,3,3,4,4,4,0,0,8,0.988
922,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,914,12,21,3,3,4,4,4,0,0,8,0.988
923,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,915,12,21,3,3,4,4,4,0,0,8,0.988
924,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,916,12,21,3,3,4,4,4,0,0,8,0.988
925,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,917,12,21,3,3,4,4,4,0,0,8,0.988
926,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,918,12,21,3,3,4,4,4,0,0,8,0.988
927,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,919,12,21,3,3,4,4,4,0,0,8,0.988
928,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,920,12,21,3,3,4,4,4,0,0,8,0.988
929,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,921,12,21,3,3,4,4,4,0,0,8,0.988
930,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,922,12,21,3,3,4,4,4,0,0,8,0.988
931,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,923,12,21,3,3,4,4,4,0,0,8,0.988
932,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,924,12,21,3,3,4,4,4,0,0,8,0.988
933,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,925,12,21,3,3,4,4,4,0,0,8,0.988
934,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,926,12,21,3,3,4,4,4,0,0,8,0.988
935,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,927,12,21,3,3,4,4,4,0,0,8,0.988
936,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,928,12,21,3,3,4,4,4,0,0,8,0.988
937,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,929,12,21,3,3,4,4,4,0,0,8,0.988
938,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,930,12,21,3,3,4,4,4,0,0,8,0.988
939,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,931,12,21,3,3,4,4,4,0,0,8,0.988
940,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,932,12,21,3,3,4,4,4,0,0,8,0.988
941,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,933,12,21,3,3,4,4,4,0,0,8,0.988
942,21,"Coyuca De Benítez",12,"gue",1,7,7,3,16,8,8,934,12,21,3,3,4,4,4,0,0,8,0.988
943,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,935,12,22,10,10,20,20,20,0,0,17,1
944,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,936,12,22,10,10,20,20,20,0,0,17,1
945,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,937,12,22,10,10,20,20,20,0,0,17,1
946,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,938,12,22,10,10,20,20,20,0,0,17,1
947,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,939,12,22,10,10,20,20,20,0,0,17,1
948,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,940,12,22,10,10,20,20,20,0,0,17,1
949,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,941,12,22,10,10,20,20,20,0,0,17,1
950,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,942,12,22,10,10,20,20,20,0,0,17,1
951,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,943,12,22,10,10,20,20,20,0,0,17,1
952,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,944,12,22,10,10,20,20,20,0,0,17,1
953,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,945,12,22,10,10,20,20,20,0,0,17,1
954,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,946,12,22,10,10,20,20,20,0,0,17,1
955,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,947,12,22,10,10,20,20,20,0,0,17,1
956,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,948,12,22,10,10,20,20,20,0,0,17,1
957,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,949,12,22,10,10,20,20,20,0,0,17,1
958,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,950,12,22,10,10,20,20,20,0,0,17,1
959,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,951,12,22,10,10,20,20,20,0,0,17,1
960,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,952,12,22,10,10,20,20,20,0,0,17,1
961,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,953,12,22,10,10,20,20,20,0,0,17,1
962,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,954,12,22,10,10,20,20,20,0,0,17,1
963,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,955,12,22,10,10,20,20,20,0,0,17,1
964,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,956,12,22,10,10,20,20,20,0,0,17,1
965,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,957,12,22,10,10,20,20,20,0,0,17,1
966,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,958,12,22,10,10,20,20,20,0,0,17,1
967,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,959,12,22,10,10,20,20,20,0,0,17,1
968,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,960,12,22,10,10,20,20,20,0,0,17,1
969,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,961,12,22,10,10,20,20,20,0,0,17,1
970,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,962,12,22,10,10,20,20,20,0,0,17,1
971,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,963,12,22,10,10,20,20,20,0,0,17,1
972,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,964,12,22,10,10,20,20,20,0,0,17,1
973,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,965,12,22,10,10,20,20,20,0,0,17,1
974,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,966,12,22,10,10,20,20,20,0,0,17,1
975,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,967,12,22,10,10,20,20,20,0,0,17,1
976,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,968,12,22,10,10,20,20,20,0,0,17,1
977,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,969,12,22,10,10,20,20,20,0,0,17,1
978,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,970,12,22,10,10,20,20,20,0,0,17,1
979,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,971,12,22,10,10,20,20,20,0,0,17,1
980,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,972,12,22,10,10,20,20,20,0,0,17,1
981,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,973,12,22,10,10,20,20,20,0,0,17,1
982,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,974,12,22,10,10,20,20,20,0,0,17,1
983,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,975,12,22,10,10,20,20,20,0,0,17,1
985,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,976,12,22,10,10,20,20,20,0,0,17,1
986,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,977,12,22,10,10,20,20,20,0,0,17,1
987,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,978,12,22,10,10,20,20,20,0,0,17,1
988,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,979,12,22,10,10,20,20,20,0,0,17,1
989,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,980,12,22,10,10,20,20,20,0,0,17,1
990,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,981,12,22,10,10,20,20,20,0,0,17,1
991,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,982,12,22,10,10,20,20,20,0,0,17,1
992,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,983,12,22,10,10,20,20,20,0,0,17,1
993,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,984,12,22,10,10,20,20,20,0,0,17,1
994,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,985,12,22,10,10,20,20,20,0,0,17,1
995,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,986,12,22,10,10,20,20,20,0,0,17,1
996,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,987,12,22,10,10,20,20,20,0,0,17,1
997,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,988,12,22,10,10,20,20,20,0,0,17,1
998,22,"Coyuca De Catalán",12,"gue",3,1,1,1,7,17,17,989,12,22,10,10,20,20,20,0,0,17,1
