"seccion","munn.x","ife","mun","edon.x","lisnom","disfed1979","disfed1997","disfed2006","disfed2018","disloc2010","cab2010","disloc2018","nota","X","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3_jge","iee1","panal_cnv1","pan_clv1","pan_clv2","escenario3_tribunal","esc1_IEE1","esc1_panalCNV1","esc1_panCLV1","esc2_panCLV2","SQ","dsiSQ_E3"
330,43,20043,"H. CD. DE JUCHITAN DE ZARAGOZA",20,1570,1,7,7,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",17,"",330,20,43,15,24,17,17,18,15,13,17,17,0,1,0,0,23,0.583
331,43,20043,"H. CD. DE JUCHITAN DE ZARAGOZA",20,1353,1,7,7,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",17,"",331,20,43,15,24,17,17,18,15,13,17,17,0,1,0,0,23,0.583
332,43,20043,"H. CD. DE JUCHITAN DE ZARAGOZA",20,591,1,7,7,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",17,"",332,20,43,15,24,17,17,18,15,13,17,17,0,1,0,0,23,0.583
333,44,20044,"LOMA BONITA",20,840,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",333,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
334,44,20044,"LOMA BONITA",20,796,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",334,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
335,44,20044,"LOMA BONITA",20,865,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",335,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
336,44,20044,"LOMA BONITA",20,776,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",336,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
337,44,20044,"LOMA BONITA",20,892,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",337,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
338,44,20044,"LOMA BONITA",20,1056,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",338,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
339,44,20044,"LOMA BONITA",20,1031,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",339,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
340,44,20044,"LOMA BONITA",20,773,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",340,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
341,44,20044,"LOMA BONITA",20,1391,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",341,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
342,44,20044,"LOMA BONITA",20,1019,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",342,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
343,44,20044,"LOMA BONITA",20,829,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",343,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
344,44,20044,"LOMA BONITA",20,719,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",344,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
345,44,20044,"LOMA BONITA",20,1038,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",345,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
346,44,20044,"LOMA BONITA",20,548,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",346,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
347,44,20044,"LOMA BONITA",20,1074,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",347,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
348,44,20044,"LOMA BONITA",20,1095,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",348,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
349,44,20044,"LOMA BONITA",20,521,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",349,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
350,44,20044,"LOMA BONITA",20,879,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",350,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
351,44,20044,"LOMA BONITA",20,1270,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",351,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
352,44,20044,"LOMA BONITA",20,1092,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",352,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
353,44,20044,"LOMA BONITA",20,639,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",353,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
354,44,20044,"LOMA BONITA",20,1097,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",354,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
355,44,20044,"LOMA BONITA",20,824,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",355,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
356,44,20044,"LOMA BONITA",20,544,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",356,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
357,44,20044,"LOMA BONITA",20,1048,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",357,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
358,44,20044,"LOMA BONITA",20,498,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",358,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
359,44,20044,"LOMA BONITA",20,810,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",359,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
360,44,20044,"LOMA BONITA",20,1364,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",360,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
361,44,20044,"LOMA BONITA",20,896,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",361,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
362,44,20044,"LOMA BONITA",20,1021,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",362,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
363,44,20044,"LOMA BONITA",20,627,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",363,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
364,44,20044,"LOMA BONITA",20,357,4,1,1,1,18,"SAN JUAN BAUTISTA TUXTEPEC",9,"",364,20,44,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
365,45,20033,"MAGDALENA APASCO",20,1107,5,2,3,2,2,"VILLA DE ETLA",1,"",365,20,45,16,25,1,1,16,16,1,1,1,1,1,0,0,3,0.654
366,45,20045,"MAGDALENA APASCO",20,1921,5,2,3,2,2,"VILLA DE ETLA",1,"",366,20,45,16,25,1,1,16,16,1,1,1,1,1,0,0,3,0.654
367,45,20045,"MAGDALENA APASCO",20,458,5,2,3,2,2,"VILLA DE ETLA",1,"",367,20,45,16,25,1,1,16,16,1,1,1,1,1,0,0,3,0.654
368,45,20045,"MAGDALENA APASCO",20,528,5,2,3,2,2,"VILLA DE ETLA",1,"",368,20,45,16,25,1,1,16,16,1,1,1,1,1,0,0,3,0.654
369,46,20046,"MAGDALENA JALTEPEC",20,1064,7,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",369,20,46,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.377
370,46,20046,"MAGDALENA JALTEPEC",20,456,7,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",370,20,46,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.377
371,46,20046,"MAGDALENA JALTEPEC",20,821,7,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",371,20,46,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.377
372,46,20046,"MAGDALENA JALTEPEC",20,315,7,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",372,20,46,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.377
373,47,20047,"MAGDALENA MIXTEPEC",20,669,5,9,9,10,19,"OCOTLAN DE MORELOS",3,"",373,20,47,23,1,3,3,10,23,6,3,3,0,1,0,0,19,0.678
374,48,20048,"MAGDALENA OCOTLAN",20,807,9,9,9,4,19,"OCOTLAN DE MORELOS",13,"",374,20,48,19,3,13,13,10,19,6,13,13,0,1,0,0,10,0.743
375,49,20049,"MAGDALENA PEÑASCO",20,806,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",375,20,49,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.698
376,49,20049,"MAGDALENA PEÑASCO",20,648,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",376,20,49,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.698
377,49,20049,"MAGDALENA PEÑASCO",20,789,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",377,20,49,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.698
378,50,20050,"MAGDALENA TEITIPAC",20,1340,9,4,4,4,4,"TLACOLULA DE MATAMOROS",20,"",378,20,50,2,3,20,8,8,2,7,8,20,0,1,0,0,4,0.669
379,50,20050,"MAGDALENA TEITIPAC",20,1224,9,4,4,4,4,"TLACOLULA DE MATAMOROS",20,"",379,20,50,2,3,20,8,8,2,7,8,20,0,1,0,0,4,0.669
380,51,20051,"MAGDALENA TEQUISISTLAN",20,1192,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",380,20,51,20,20,8,10,9,20,10,8,8,0,1,0,0,6,0.299
381,51,20051,"MAGDALENA TEQUISISTLAN",20,1360,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",381,20,51,20,20,8,10,9,20,10,8,8,0,1,0,0,6,0.299
382,51,20051,"MAGDALENA TEQUISISTLAN",20,1693,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",382,20,51,20,20,8,10,9,20,10,8,8,0,1,0,0,6,0.299
383,51,20051,"MAGDALENA TEQUISISTLAN",20,158,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",383,20,51,20,20,8,10,9,20,10,8,8,0,1,0,0,6,0.299
384,51,20051,"MAGDALENA TEQUISISTLAN",20,104,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",384,20,51,20,20,8,10,9,20,10,8,8,0,1,0,0,6,0.299
385,51,20051,"MAGDALENA TEQUISISTLAN",20,658,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",385,20,51,20,20,8,10,9,20,10,8,8,0,1,0,0,6,0.299
386,52,20052,"MAGDALENA TLACOTEPEC",20,1027,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",386,20,52,20,20,8,10,6,20,10,10,8,0,1,0,0,6,0.299
387,53,20053,"MAGDALENA YODOCONO DE PORFIRIO DIAZ",20,896,6,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",387,20,53,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.377
388,54,20054,"MAGDALENA ZAHUATLAN",20,342,7,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",388,20,54,4,9,7,7,7,4,4,7,7,0,1,1,0,16,0.377
389,55,20055,"MARISCALA DE JUAREZ",20,857,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",389,20,55,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
390,55,20055,"MARISCALA DE JUAREZ",20,394,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",390,20,55,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
391,55,20055,"MARISCALA DE JUAREZ",20,508,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",391,20,55,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
392,55,20055,"MARISCALA DE JUAREZ",20,123,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",392,20,55,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
393,55,20055,"MARISCALA DE JUAREZ",20,420,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",393,20,55,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
394,55,20055,"MARISCALA DE JUAREZ",20,291,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",394,20,55,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
395,55,20055,"MARISCALA DE JUAREZ",20,238,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",395,20,55,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
396,56,20056,"MARTIRES DE TACUBAYA",20,1067,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",396,20,56,10,16,21,19,19,10,21,19,21,0,1,0,0,11,0.973
397,57,20057,"MATIAS ROMERO AVENDAÑO",20,1615,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",397,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
398,57,20057,"MATIAS ROMERO AVENDAÑO",20,857,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",398,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
399,57,20057,"MATIAS ROMERO AVENDAÑO",20,1133,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",399,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
400,57,20057,"MATIAS ROMERO AVENDAÑO",20,1800,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",400,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
401,57,20057,"MATIAS ROMERO AVENDAÑO",20,884,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",401,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
402,57,20057,"MATIAS ROMERO AVENDAÑO",20,1002,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",402,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
403,57,20057,"MATIAS ROMERO AVENDAÑO",20,1154,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",403,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
404,57,20057,"MATIAS ROMERO AVENDAÑO",20,983,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",404,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
405,57,20057,"MATIAS ROMERO AVENDAÑO",20,968,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",405,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
406,57,20057,"MATIAS ROMERO AVENDAÑO",20,1160,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",406,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
407,57,20057,"MATIAS ROMERO AVENDAÑO",20,1713,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",407,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
408,57,20057,"MATIAS ROMERO AVENDAÑO",20,1450,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",408,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
409,57,20057,"MATIAS ROMERO AVENDAÑO",20,1516,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",409,20,57,18,19,11,6,12,18,5,6,11,0,1,0,0,24,0.615
410,57,20057,"MATIAS ROMERO AVENDAÑO",20,1533,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",410,20,57,18,19,11,6,12,18,5,6,11,0,1,0,0,24,0.615
411,57,20057,"MATIAS ROMERO AVENDAÑO",20,797,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",411,20,57,18,19,11,6,12,18,5,6,11,0,1,0,0,24,0.615
412,57,20057,"MATIAS ROMERO AVENDAÑO",20,1144,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",412,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
413,57,20057,"MATIAS ROMERO AVENDAÑO",20,445,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",413,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
414,57,20057,"MATIAS ROMERO AVENDAÑO",20,1000,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",414,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
415,57,20057,"MATIAS ROMERO AVENDAÑO",20,1694,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",415,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
416,57,20057,"MATIAS ROMERO AVENDAÑO",20,929,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",416,20,57,18,19,11,6,12,18,5,6,11,0,1,0,0,24,0.615
417,57,20057,"MATIAS ROMERO AVENDAÑO",20,790,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",417,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
418,57,20057,"MATIAS ROMERO AVENDAÑO",20,275,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",418,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
419,57,20057,"MATIAS ROMERO AVENDAÑO",20,552,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",419,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
420,57,20057,"MATIAS ROMERO AVENDAÑO",20,2092,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",420,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
421,57,20057,"MATIAS ROMERO AVENDAÑO",20,133,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",421,20,57,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.615
422,58,20058,"MAZATLAN VILLA DE FLORES",20,1680,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",422,20,58,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
423,58,20058,"MAZATLAN VILLA DE FLORES",20,713,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",423,20,58,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
424,58,20058,"MAZATLAN VILLA DE FLORES",20,575,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",424,20,58,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
425,58,20058,"MAZATLAN VILLA DE FLORES",20,747,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",425,20,58,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
426,58,20058,"MAZATLAN VILLA DE FLORES",20,1159,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",426,20,58,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
427,58,20058,"MAZATLAN VILLA DE FLORES",20,483,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",427,20,58,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
428,58,20058,"MAZATLAN VILLA DE FLORES",20,739,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",428,20,58,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
429,58,20058,"MAZATLAN VILLA DE FLORES",20,590,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",429,20,58,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
430,58,20058,"MAZATLAN VILLA DE FLORES",20,459,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",430,20,58,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
431,58,20058,"MAZATLAN VILLA DE FLORES",20,610,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",431,20,58,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
432,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,1653,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",432,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
433,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,2580,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",433,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
434,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,1743,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",434,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
435,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,1105,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",435,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
436,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,1122,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",436,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
437,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,1509,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",437,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
438,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,2137,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",438,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
439,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,1321,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",439,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
440,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,2020,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",440,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
441,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,2321,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",441,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
442,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,1824,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",442,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
443,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,407,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",443,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
444,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,1117,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",444,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
445,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,1244,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",445,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
446,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,1873,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",446,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
447,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,860,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",447,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
448,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,450,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",448,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
449,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,1147,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",449,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
450,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,549,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",450,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
451,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,506,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",451,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
452,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,705,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",452,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
453,59,20059,"MIAHUATLAN DE PORFIRIO DIAZ",20,198,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",453,20,59,19,5,10,11,20,19,22,11,10,0,1,0,0,7,0.606
454,60,20060,"MIXISTLAN DE LA REFORMA",20,1177,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",454,20,60,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.828
455,60,20060,"MIXISTLAN DE LA REFORMA",20,372,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",455,20,60,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.828
456,61,20061,"MONJAS",20,1139,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",456,20,61,19,5,10,11,20,19,8,11,10,0,1,0,0,7,0.606
457,61,20061,"MONJAS",20,957,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",457,20,61,19,5,10,11,20,19,8,11,10,0,1,0,0,7,0.606
458,62,20062,"NATIVIDAD",20,487,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",458,20,62,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.654
459,63,20063,"NAZARENO",20,1469,5,2,3,2,2,"VILLA DE ETLA",18,"",459,20,63,4,13,18,21,16,4,18,21,18,0,1,0,0,22,0.255
460,63,20063,"NAZARENO",20,1388,5,2,3,2,2,"VILLA DE ETLA",18,"",460,20,63,4,13,18,21,16,4,18,21,18,0,1,0,0,22,0.255
461,64,20064,"NEJAPA DE MADERO",20,674,10,5,10,5,4,"TLACOLULA DE MATAMOROS",20,"",461,20,64,12,20,20,8,9,12,7,8,20,0,1,0,0,4,0.669
462,64,20064,"NEJAPA DE MADERO",20,937,10,5,10,5,4,"TLACOLULA DE MATAMOROS",20,"",462,20,64,12,20,20,8,9,12,7,8,20,0,1,0,0,4,0.669
463,64,20064,"NEJAPA DE MADERO",20,885,10,5,10,5,4,"TLACOLULA DE MATAMOROS",20,"",463,20,64,12,20,20,8,9,12,7,8,20,0,1,0,0,4,0.669
