"seccion","munn.x","ife","mun","edon.x","lisnom","disfed1979","disfed1997","disfed2006","disfed2018","disloc2010","cab2010","disloc2018","nota","X","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3_jge","iee1","panal_cnv1","pan_clv1","pan_clv2","escenario3_tribunal","esc1_IEE1","esc1_panalCNV1","esc1_panCLV1","esc2_panCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
1883,425,20425,"SANTA MARIA OZOLOTEPEC",20,237,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1880,20,425,12,5,10,11,20,12,22,11,10,0,1,0,0,7,0.276,0.606,19,0.311
1884,425,20425,"SANTA MARIA OZOLOTEPEC",20,450,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1881,20,425,12,5,10,11,20,12,22,11,10,0,1,0,0,7,0.276,0.606,19,0.311
1885,425,20425,"SANTA MARIA OZOLOTEPEC",20,390,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1882,20,425,12,5,10,11,20,12,22,11,10,0,1,0,0,7,0.276,0.606,19,0.311
1886,425,20425,"SANTA MARIA OZOLOTEPEC",20,627,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1883,20,425,12,5,10,11,20,12,22,11,10,0,1,0,0,7,0.276,0.606,19,0.311
1887,426,20426,"SANTA MARIA PAPALO",20,1401,2,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1884,20,426,4,13,15,15,16,4,16,15,15,0,1,0,0,17,0.214,0.758,4,0.23
1888,427,20427,"SANTA MARIA PETAPA",20,680,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1885,20,427,20,22,11,10,12,20,10,10,11,0,1,0,0,24,0.239,0.615,18,0.631
1889,427,20427,"SANTA MARIA PETAPA",20,960,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1886,20,427,20,22,11,10,12,20,10,10,11,0,1,0,0,24,0.239,0.615,18,0.631
1890,427,20427,"SANTA MARIA PETAPA",20,1158,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1887,20,427,20,22,11,10,12,20,10,10,11,0,1,0,0,24,0.239,0.615,18,0.631
1891,427,20427,"SANTA MARIA PETAPA",20,1191,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1888,20,427,20,22,11,10,12,20,10,10,11,0,1,0,0,24,0.239,0.615,18,0.631
1892,427,20427,"SANTA MARIA PETAPA",20,822,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1889,20,427,20,22,11,10,12,20,10,10,11,0,1,0,0,24,0.239,0.615,18,0.631
1893,427,20427,"SANTA MARIA PETAPA",20,1345,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1890,20,427,20,22,11,10,12,20,10,10,11,0,1,0,0,24,0.239,0.615,18,0.631
1894,427,20427,"SANTA MARIA PETAPA",20,1240,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1891,20,427,20,22,11,10,12,20,10,10,11,0,1,0,0,24,0.239,0.615,18,0.631
1895,427,20427,"SANTA MARIA PETAPA",20,1010,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1892,20,427,20,22,11,10,12,20,10,10,11,0,1,0,0,24,0.239,0.615,18,0.631
1896,427,20427,"SANTA MARIA PETAPA",20,634,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1893,20,427,20,22,11,10,12,20,10,10,11,0,1,0,0,24,0.239,0.615,18,0.631
1897,427,20427,"SANTA MARIA PETAPA",20,496,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1894,20,427,20,22,11,10,12,20,10,10,11,0,1,0,0,24,0.239,0.615,18,0.631
1898,428,20428,"SANTA MARIA PEÑOLES",20,884,5,6,3,3,2,"VILLA DE ETLA",7,"",1895,20,428,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.214,0.377,1,0.319
1899,428,20428,"SANTA MARIA PEÑOLES",20,870,5,6,3,3,2,"VILLA DE ETLA",7,"",1896,20,428,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.214,0.377,1,0.319
1900,428,20428,"SANTA MARIA PEÑOLES",20,747,5,6,3,3,2,"VILLA DE ETLA",7,"",1897,20,428,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.214,0.377,1,0.319
1901,428,20428,"SANTA MARIA PEÑOLES",20,934,5,6,3,3,2,"VILLA DE ETLA",7,"",1898,20,428,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.214,0.377,1,0.319
1902,428,20428,"SANTA MARIA PEÑOLES",20,633,5,6,3,3,2,"VILLA DE ETLA",7,"",1899,20,428,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.214,0.377,1,0.319
1903,429,20429,"SANTA MARIA QUIEGOLANI",20,1010,10,5,10,5,4,"TLACOLULA DE MATAMOROS",20,"",1900,20,429,12,20,20,8,9,12,7,8,20,0,1,0,0,4,0.276,0.669,2,0.358
1904,430,20430,"SANTA MARIA SOLA",20,1125,8,9,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",3,"",1901,20,430,23,1,3,3,10,23,8,3,3,0,1,0,0,19,0.304,0.678,23,0.386
1905,431,20431,"SANTA MARIA TATALTEPEC",20,203,7,6,3,3,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1902,20,431,7,9,12,12,7,7,14,12,12,1,1,0,0,13,0.585,0.698,7,0.509
1906,432,20432,"SANTA MARIA TECOMAVACA",20,1403,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1903,20,432,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1907,433,20433,"SANTA MARIA TEMAXCALAPA",20,708,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1904,20,433,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1908,434,20434,"SANTA MARÍA TEMAXCALTEPEC",20,1502,8,11,11,9,9,"SAN PEDRO MIXTEPEC",23,"",1905,20,434,21,17,23,23,22,21,8,13,23,0,1,0,0,9,0.939,0.894,21,0.868
1909,435,20435,"SANTA MARIA TEOPOXCO",20,1209,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1906,20,435,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1910,435,20435,"SANTA MARIA TEOPOXCO",20,1296,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1907,20,435,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1911,436,20436,"SANTA MARIA TEPANTLALI",20,1078,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1908,20,436,12,19,4,4,4,12,3,4,4,0,1,0,0,20,0.276,0.828,17,0.437
1912,436,20436,"SANTA MARIA TEPANTLALI",20,699,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1909,20,436,12,19,4,4,4,12,3,4,4,0,1,0,0,20,0.276,0.828,17,0.437
1913,437,20437,"SANTA MARIA TEXCATITLAN",20,774,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1910,20,437,4,13,15,15,16,4,16,15,15,0,1,0,0,17,0.214,0.758,4,0.23
1914,438,20438,"SANTA MARIA TLAHUITOLTEPEC",20,1284,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1911,20,438,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1915,438,20438,"SANTA MARIA TLAHUITOLTEPEC",20,1610,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1912,20,438,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1916,438,20438,"SANTA MARIA TLAHUITOLTEPEC",20,885,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1913,20,438,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1917,438,20438,"SANTA MARIA TLAHUITOLTEPEC",20,1010,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1914,20,438,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1918,439,20439,"SANTA MARIA TLALIXTAC",20,1006,2,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1915,20,439,4,13,15,15,16,4,16,15,15,0,1,0,0,17,0.214,0.758,4,0.23
1919,440,20440,"SANTA MARIA TONAMECA",20,2141,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1916,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1920,440,20440,"SANTA MARIA TONAMECA",20,1045,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1917,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1921,440,20440,"SANTA MARIA TONAMECA",20,816,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1918,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1922,440,20440,"SANTA MARIA TONAMECA",20,1903,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1919,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1923,440,20440,"SANTA MARIA TONAMECA",20,1433,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1920,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1924,440,20440,"SANTA MARIA TONAMECA",20,1304,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1921,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1925,440,20440,"SANTA MARIA TONAMECA",20,1834,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1922,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1926,440,20440,"SANTA MARIA TONAMECA",20,1324,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1923,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1927,440,20440,"SANTA MARIA TONAMECA",20,2567,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1924,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1928,441,20441,"SANTA MARIA TOTOLAPILLA",20,704,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",1925,20,441,20,20,8,10,9,20,10,10,8,0,1,0,0,6,0.239,0.299,20,0.679
1929,442,20442,"SANTA MARIA XADANI",20,1140,1,7,5,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",6,"",1926,20,442,15,24,6,18,18,15,19,18,6,0,1,0,0,6,0.606,0.358,5,0.953
1930,442,20442,"SANTA MARIA XADANI",20,1468,1,7,5,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",6,"",1927,20,442,15,24,6,18,18,15,19,18,6,0,1,0,0,6,0.606,0.358,5,0.953
1931,442,20442,"SANTA MARIA XADANI",20,1319,1,7,5,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",6,"",1928,20,442,15,24,6,18,18,15,19,18,6,0,1,0,0,6,0.606,0.358,5,0.953
1932,442,20442,"SANTA MARIA XADANI",20,1065,1,7,5,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",6,"",1929,20,442,15,24,6,18,18,15,19,18,6,0,1,0,0,6,0.606,0.358,5,0.953
1933,443,20443,"SANTA MARIA YALINA",20,305,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1930,20,443,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1934,444,20444,"SANTA MARIA YAVESIA",20,364,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1931,20,444,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1935,445,20445,"SANTA MARIA YOLOTEPEC",20,315,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1932,20,445,7,1,12,12,14,7,14,12,12,0,1,0,0,13,0.585,0.698,7,0.509
1936,446,20446,"SANTA MARIA YOSOYUA",20,980,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1933,20,446,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.585,0.698,7,0.509
1937,447,20447,"SANTA MARIA YUCUHITI",20,1451,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1934,20,447,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.585,0.698,7,0.509
1938,447,20447,"SANTA MARIA YUCUHITI",20,1819,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1935,20,447,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.585,0.698,7,0.509
1939,447,20447,"SANTA MARIA YUCUHITI",20,1375,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1936,20,447,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.585,0.698,7,0.509
1940,448,20448,"SANTA MARIA ZACATEPEC",20,1442,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1937,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1941,448,20448,"SANTA MARIA ZACATEPEC",20,1498,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1938,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1942,448,20448,"SANTA MARIA ZACATEPEC",20,1671,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1939,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1943,448,20448,"SANTA MARIA ZACATEPEC",20,1062,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1940,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1944,448,20448,"SANTA MARIA ZACATEPEC",20,1052,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1941,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1945,448,20448,"SANTA MARIA ZACATEPEC",20,750,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1942,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1946,448,20448,"SANTA MARIA ZACATEPEC",20,1195,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1943,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1947,448,20448,"SANTA MARIA ZACATEPEC",20,1111,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1944,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1948,448,20448,"SANTA MARIA ZACATEPEC",20,592,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1945,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1949,448,20448,"SANTA MARIA ZACATEPEC",20,618,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1946,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1950,449,20449,"SANTA MARIA ZANIZA",20,919,7,9,9,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1947,20,449,23,1,13,13,10,23,8,13,13,0,1,0,0,10,0.304,0.743,19,0.295
1951,450,20450,"SANTA MARIA ZOQUITLAN",20,1006,9,10,10,5,4,"TLACOLULA DE MATAMOROS",20,"",1948,20,450,12,5,20,8,8,12,7,8,20,0,1,0,0,4,0.276,0.669,2,0.358
1952,450,20450,"SANTA MARIA ZOQUITLAN",20,1025,9,10,10,5,4,"TLACOLULA DE MATAMOROS",20,"",1949,20,450,12,5,20,8,8,12,7,8,20,0,1,0,0,4,0.276,0.669,2,0.358
1953,450,20450,"SANTA MARIA ZOQUITLAN",20,539,9,10,10,5,4,"TLACOLULA DE MATAMOROS",20,"",1950,20,450,12,5,20,8,8,12,7,8,20,0,1,0,0,4,0.276,0.669,2,0.358
1954,450,20450,"SANTA MARIA ZOQUITLAN",20,348,9,10,10,5,4,"TLACOLULA DE MATAMOROS",20,"",1951,20,450,12,5,20,8,8,12,7,8,20,0,1,0,0,4,0.276,0.669,2,0.358
1955,451,20451,"SANTIAGO AMOLTEPEC",20,1551,7,9,6,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1952,20,451,23,1,13,13,14,23,4,13,13,0,1,0,0,10,0.304,0.743,19,0.295
1956,451,20451,"SANTIAGO AMOLTEPEC",20,1035,7,9,6,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1953,20,451,23,1,13,13,14,23,4,13,13,0,1,0,0,10,0.304,0.743,19,0.295
1957,451,20451,"SANTIAGO AMOLTEPEC",20,1116,7,9,6,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1954,20,451,23,1,13,13,14,23,4,13,13,0,1,0,0,10,0.304,0.743,19,0.295
1958,451,20451,"SANTIAGO AMOLTEPEC",20,997,7,9,6,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1955,20,451,23,1,13,13,14,23,4,13,13,0,1,0,0,10,0.304,0.743,19,0.295
1959,451,20451,"SANTIAGO AMOLTEPEC",20,998,7,9,6,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1956,20,451,23,1,13,13,14,23,4,13,13,0,1,0,0,10,0.304,0.743,19,0.295
1960,452,20452,"SANTIAGO APOALA",20,398,7,3,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1957,20,452,4,13,7,7,16,4,4,7,7,0,1,1,0,16,0.214,0.377,1,0.319
1961,452,20452,"SANTIAGO APOALA",20,506,7,3,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1958,20,452,4,13,7,7,16,4,4,7,7,0,1,1,0,16,0.214,0.377,1,0.319
1962,453,20453,"SANTIAGO APOSTOL",20,931,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",1959,20,453,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
1963,453,20453,"SANTIAGO APOSTOL",20,1405,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",1960,20,453,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
1964,453,20526,"SANTIAGO APOSTOL",20,1061,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",1961,20,453,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
1965,454,20454,"SANTIAGO ASTATA",20,917,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",8,"",1962,20,454,12,20,8,10,9,12,10,10,8,0,1,0,0,6,0.276,0.299,20,0.679
1966,454,20454,"SANTIAGO ASTATA",20,778,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",8,"",1963,20,454,12,20,8,10,9,12,10,10,8,0,1,0,0,6,0.276,0.299,20,0.679
1967,454,20454,"SANTIAGO ASTATA",20,210,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",8,"",1964,20,454,12,20,8,10,9,12,10,10,8,0,1,0,0,6,0.276,0.299,20,0.679
1968,454,20454,"SANTIAGO ASTATA",20,689,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",8,"",1965,20,454,12,20,8,10,9,12,10,10,8,0,1,0,0,6,0.276,0.299,20,0.679
1969,455,20455,"SANTIAGO ATITLAN",20,964,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1966,20,455,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1970,455,20455,"SANTIAGO ATITLAN",20,807,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1967,20,455,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1971,456,20456,"SANTIAGO AYUQUILILLA",20,1278,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1968,20,456,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1972,456,20456,"SANTIAGO AYUQUILILLA",20,451,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1969,20,456,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1973,457,20457,"SANTIAGO CACALOXTEPEC",20,632,6,3,6,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",7,"",1970,20,457,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
1974,457,20457,"SANTIAGO CACALOXTEPEC",20,514,6,3,6,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",7,"",1971,20,457,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
1975,457,20457,"SANTIAGO CACALOXTEPEC",20,452,6,3,6,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",7,"",1972,20,457,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
1976,458,20458,"SANTIAGO CAMOTLAN",20,802,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1973,20,458,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1977,458,20458,"SANTIAGO CAMOTLAN",20,1140,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1974,20,458,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1978,459,20459,"SANTIAGO CHAZUMBA",20,963,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1975,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1979,459,20459,"SANTIAGO CHAZUMBA",20,724,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1976,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1980,459,20459,"SANTIAGO CHAZUMBA",20,342,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1977,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1981,459,20459,"SANTIAGO CHAZUMBA",20,215,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1978,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1982,459,20459,"SANTIAGO CHAZUMBA",20,291,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1979,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1983,459,20459,"SANTIAGO CHAZUMBA",20,214,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1980,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1984,459,20459,"SANTIAGO CHAZUMBA",20,106,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1981,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1985,459,20459,"SANTIAGO CHAZUMBA",20,245,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1982,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1986,459,20459,"SANTIAGO CHAZUMBA",20,294,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1983,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1987,460,20460,"SANTIAGO CHOAPAM",20,1138,2,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1984,20,460,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1988,460,20460,"SANTIAGO CHOAPAM",20,973,2,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1985,20,460,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1989,460,20460,"SANTIAGO CHOAPAM",20,288,2,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1986,20,460,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1990,460,20460,"SANTIAGO CHOAPAM",20,695,2,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1987,20,460,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1991,461,20461,"SANTIAGO COMALTEPEC",20,976,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1988,20,461,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1992,461,20461,"SANTIAGO COMALTEPEC",20,281,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1989,20,461,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1993,462,20462,"SANTIAGO DEL RIO",20,425,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1990,20,462,14,12,5,5,5,14,15,5,5,0,1,0,0,15,0.616,0.616,14,1
1994,462,20462,"SANTIAGO DEL RIO",20,222,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1991,20,462,14,12,5,5,5,14,15,5,5,0,1,0,0,15,0.616,0.616,14,1
1995,463,20463,"SANTIAGO HUAJOLOTITLAN",20,1750,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1992,20,463,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1996,463,20463,"SANTIAGO HUAJOLOTITLAN",20,391,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1993,20,463,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1997,463,20463,"SANTIAGO HUAJOLOTITLAN",20,448,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1994,20,463,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1998,463,20463,"SANTIAGO HUAJOLOTITLAN",20,685,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1995,20,463,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1999,464,20464,"SANTIAGO HUAUCLILLA",20,321,7,6,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1996,20,464,4,13,7,7,16,4,1,7,7,0,1,0,0,16,0.214,0.377,1,0.319
2000,464,20464,"SANTIAGO HUAUCLILLA",20,81,7,6,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1997,20,464,4,13,7,7,16,4,1,7,7,0,1,0,0,16,0.214,0.377,1,0.319
2001,464,20464,"SANTIAGO HUAUCLILLA",20,110,7,6,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1998,20,464,4,13,7,7,16,4,1,7,7,0,1,0,0,16,0.214,0.377,1,0.319
2002,465,20465,"SANTIAGO IHUITLAN PLUMAS",20,184,6,3,3,3,14,"SAN PEDRO Y SAN PABLO TEPOSCOLULA",7,"",1999,20,465,1,6,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
